L1,L2,L3,L4,L5,L6,L7,totalComb,max2Opak,max3Opak,max4Opak,max5Opak,max6Opak,max7Opak,2/total,3/total,4/total,5/total,6/total,7/total
2,2,2,2,2,2,2,128,2,2,8,16,64,128,1.562%,1.562%,6.25%,12.5%,50.0%,100.0%
