L1,L2,L3,L4,L5,totalComb,max2Opak,max3Opak,max4Opak,max5Opak,2/total,3/total,4/total,5/total
3,6,5,4,3,1080,9,33,162,1080,0.833%,3.056%,15.0%,100.0%
