L1,L2,L3,L4,L5,L6,totalComb,max2Opak,max3Opak,max4Opak,max5Opak,max6Opak,2/total,3/total,4/total,5/total,6/total
2,2,2,2,2,2,64,2,4,8,32,64,3.125%,6.25%,12.5%,50.0%,100.0%
