L1,L2,L3,L4,L5,L6,L7,L8,totalComb,max2Opak,max3Opak,max4Opak,max5Opak,max6Opak,max7Opak,max8Opak,2/total,3/total,4/total,5/total,6/total,7/total,8/total
2,2,2,2,2,2,2,2,256,2,2,4,16,16,128,256,0.781%,0.781%,1.562%,6.25%,6.25%,50.0%,100.0%
